id,title,ingredients,directions,link,source,NER,site,cuisine_id
526881,Turkey Vegetable Stir-Fry,"[""1 Tbsp. cornstarch"", ""2 Tbsp. soy sauce"", ""1/4 tsp. ground ginger"", ""1 (10 1/2 oz.) can chicken broth"", ""1 carrot, cut into julienne strips"", ""2 Tbsp. vegetable oil"", ""2 c. sliced mushrooms"", ""4 green onions, minced"", ""1 stalk celery, diagonally sliced"", ""1 (6 oz.) pkg. snow peas, thawed"", ""2 c. coarsely chopped, cooked turkey breast"", ""2 c. brown rice, cooked"", ""2 Tbsp. slivered almonds, toasted""]","[""Combine cornstarch, ginger, chicken broth and soy sauce in a 2-cup glass measure."", ""Stir well."", ""Microwave, uncovered, at High for 2 to 3 minutes or until thickened, stirring every 30 seconds. Set aside.""]",www.cookbooks.com/Recipe-Details.aspx?id=526881,Gathered,"[""snow peas"", ""slivered almonds"", ""soy sauce"", ""green onions"", ""ground ginger"", ""mushrooms"", ""celery"", ""cornstarch"", ""chicken broth"", ""carrot"", ""brown rice"", ""vegetable oil""]",www.cookbooks.com,2
527295,Pasta Salad,"[""1 box or pkg. rotini garden spirals (tomato, spinach and regular)"", ""1/2 c. diced celery"", ""2 to 3 boiled eggs, diced"", ""1/4 to 1/2 c. diced onion"", ""1/4 to 1/2 c. diced green pepper"", ""1 (8 oz.) pkg. grated sharp cheese"", ""salt and pepper to taste""]","[""Cook rotini as directed on package."", ""Drain and rinse."", ""Set aside to cool."", ""Mix after cool the rotini, eggs, celery, onion, pepper and enough Miracle Whip to moisten to your preference."", ""Add salt and pepper if you choose."", ""After your mixing is finished, add grated cheese and if desired, bacon bits."", ""Place in a covered container and let chill."", ""This is light and lasts several days.""]",www.cookbooks.com/Recipe-Details.aspx?id=527295,Gathered,"[""eggs"", ""onion"", ""celery"", ""cheese"", ""rotini garden spirals"", ""green pepper"", ""salt""]",www.cookbooks.com,3
530917,Lentil Loaf,"[""1 1/2 c. lentils, mashed"", ""2 stalks celery, chopped"", ""1/2 medium onion, chopped"", ""1 c. bread crumbs"", ""1 tsp. soy sauce"", ""2 eggs or 1/2 c. evaporated milk"", ""1 tsp. vegetarian chicken seasoning""]","[""You may use a little cottage cheese and cereal in place of bread crumbs."", ""Add a little more lentils."", ""Add enough crumbs so it is not soupy.""]",www.cookbooks.com/Recipe-Details.aspx?id=530917,Gathered,"[""lentils"", ""soy sauce"", ""eggs"", ""stalks celery"", ""onion"", ""vegetarian chicken"", ""bread crumbs""]",www.cookbooks.com,2
534498,Mike'S Fried Rice,"[""4 to 6 c. steamed white rice"", ""2 Tbsp. vegetable oil"", ""1 bunch green onions"", ""1 (10 oz.) pkg. frozen mixed veggies"", ""1 to 2 c. leftover meat (barbecue chicken, pork chops, ham, etc.)"", ""2 scrambled eggs"", ""soy sauce"", ""garlic powder"", ""ground ginger""]","[""Heat wok or large frying pan on high."", ""Add oil, then chopped green onions, including most of green parts."", ""Stir-fry for 1 minute."", ""Add leftover meat that has been cubed; stir-fry another minute."", ""Add cooked mixed vegetables; season to taste with garlic powder and ginger."", ""Stir-fry 1 minute more, then add rice and mix well."", ""Add scrambled eggs which have been mashed well with a fork. Sprinkle with soy sauce to taste; stir-fry for 2 more minutes. Enjoy.""]",www.cookbooks.com/Recipe-Details.aspx?id=534498,Gathered,"[""soy sauce"", ""green onions"", ""eggs"", ""garlic"", ""ground ginger"", ""steamed white rice"", ""leftover meat"", ""vegetable oil""]",www.cookbooks.com,2
535825,Vegetable Dip,"[""1 c. mayonnaise"", ""3 tsp. soy sauce"", ""2 Tbsp. milk"", ""2 Tbsp. minced onion"", ""1 tsp. vinegar""]","[""Mix all ingredients well and chill.""]",www.cookbooks.com/Recipe-Details.aspx?id=535825,Gathered,"[""vinegar"", ""soy sauce"", ""onion"", ""mayonnaise"", ""milk""]",www.cookbooks.com,2
538149,Taco Soup,"[""1 lb. hamburger"", ""1 onion, chopped"", ""1/2 pkg. dry taco seasoning"", ""1 can kidney beans"", ""1 can butter beans"", ""1 can tomatoes"", ""1 small can tomato sauce"", ""1 (12 oz.) can tomato juice or V-8 juice""]","[""Brown hamburger with onion. Drain."", ""Add taco seasoning. Combine meat mixture with all remaining ingredients."", ""Simmer 20 minutes."", ""Serve with Cheddar cheese, sour cream, crushed corn chips and chopped avocado."", ""Let each person create their own. Delicious and fun!""]",www.cookbooks.com/Recipe-Details.aspx?id=538149,Gathered,"[""kidney beans"", ""tomatoes"", ""taco"", ""onion"", ""butter beans"", ""tomato juice"", ""hamburger"", ""tomato sauce""]",www.cookbooks.com,1
543665,Lite Oriental Chicken,"[""1 (6 oz.) can bamboo shoots"", ""2 c. snow peas"", ""1 c. sliced mushrooms"", ""1 (8 oz.) can water chestnuts, rinsed and drained"", ""2 tsp. minced garlic"", ""2 whole chicken breasts, skinned and boned"", ""3 tsp. fat-free chicken broth"", ""1 Tbsp. cornstarch"", ""2 Tbsp. cooking sherry"", ""1/4 c. low sodium soy sauce"", ""1/2 c. fat-free chicken broth""]","[""Mix together 1/2 cup broth, soy sauce, sherry and cornstarch. Set aside; cut chicken into 1-inch cubes."", ""Heat 3 tablespoons chicken broth in large pan or wok and brown chicken quickly. Remove from pan and keep warm."", ""Add garlic, mushrooms and snow peas; stir 2 minutes until mushrooms are golden brown."", ""Return chicken to pan and add water chestnuts and bamboo shoots."", ""Pour well mixed sauce over all and cook 2 to 3 minutes until chicken is done and vegetables are crisp and tender.""]",www.cookbooks.com/Recipe-Details.aspx?id=543665,Gathered,"[""snow peas"", ""chicken breasts"", ""soy sauce"", ""water chestnuts"", ""mushrooms"", ""cornstarch"", ""chicken broth"", ""cooking sherry"", ""garlic"", ""bamboo shoots""]",www.cookbooks.com,2
552484,Pear Relish,"[""1 peck pears (15 c.), ground"", ""4 large onions"", ""6 large bell peppers (3 green and 3 red)"", ""4 c. sugar"", ""4 c. vinegar"", ""1 Tbsp. salt"", ""2 Tbsp. allspice"", ""1 Tbsp. turmeric""]","[""Put"", ""the pears, onions and peppers through food grinder and mix."", ""Add"", ""the"", ""remaining ingredients."", ""Mix well and cook for 1 hour before putting in sterilized jars.""]",www.cookbooks.com/Recipe-Details.aspx?id=552484,Gathered,"[""vinegar"", ""sugar"", ""bell peppers"", ""peck pears"", ""onions"", ""turmeric"", ""allspice"", ""salt""]",www.cookbooks.com,4
553848,Chicken Inspiration,"[""1 lb. boneless, skinless chicken breast"", ""20 fresh mushrooms, halved"", ""5 to 6 slices Provolone cheese"", ""1/2 c. milk"", ""Spike seasoning or any mixed herbs"", ""2 eggs"", ""1/4 c. milk"", ""chicken bouillon powder"", ""slivered almonds"", ""Parmesan cheese to taste"", ""croutons/bread cubes""]","[""Cut chicken into bite size pieces and place in Dutch oven. Shake on herbal seasoning mixture, add mushrooms and pour in 1/2 cup milk."", ""Layer on cheese."", ""Cover and bake at 350\u00b0 for 10 to 15 minutes."", ""Remove pan from oven and add croutons that have been soaking in beaten egg, milk, bouillon and Parmesan cheese mixture. Distribute croutons evenly to keep in moisture and make a crust. Return to oven without lid."", ""Bake about 45 minutes or until croutons are nicely browned.""]",www.cookbooks.com/Recipe-Details.aspx?id=553848,Gathered,"[""chicken bouillon powder"", ""provolone cheese"", ""eggs"", ""parmesan cheese"", ""fresh mushrooms"", ""croutons/bread"", ""chicken breast"", ""milk"", ""herbs"", ""almonds""]",www.cookbooks.com,3
561415,Spinach Pie,"[""pizza dough (enough for 2 layers)"", ""1 medium onion, chopped"", ""2 cloves garlic, finely chopped"", ""1/2 stick margarine"", ""1 lb. Ricotta"", ""1 lb. Mozzarella"", ""1 pkg. frozen chopped spinach, drained"", ""1/2 c. grated Parmesan cheese (optional)"", ""1 small can sauce (pizza, tomato or spaghetti)""]","[""Put 1/2 pizza dough on greased sheet."", ""Spread sauce to cover dough."", ""Saute onion and garlic in butter; mix in cheeses and spinach."", ""Spread on pizza dough."", ""Place second layer of dough on top."", ""Bake at 450\u00b0 for 15 to 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=561415,Gathered,"[""mozzarella"", ""parmesan cheese"", ""pizza"", ""onion"", ""margarine"", ""ricotta"", ""pizza dough"", ""garlic"", ""spinach""]",www.cookbooks.com,3
563323,Taco Dip,"[""1 can bean dip"", ""1 pkg. cream cheese, softened"", ""1/2 pkg. taco mix"", ""8 oz. sour cream"", ""Cheddar cheese and peppers""]","[""Mix bean dip, cream cheese, taco mix and sour cream with a hand mixer."", ""Pour into a casserole dish."", ""Grate cheese and sprinkle on top."", ""Garnish with peppers."", ""Bake at 350\u00b0 for 15 to 20 minutes."", ""Serve hot with nacho chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=563323,Gathered,"[""bean dip"", ""sour cream"", ""cheddar cheese"", ""cream cheese"", ""taco mix""]",www.cookbooks.com,1
564306,Caesar Salad,"[""2 Tbsp. grated Parmesan cheese"", ""2 Tbsp. water"", ""2 Tbsp. red wine vinegar"", ""1 tsp. Worcestershire sauce"", ""1 Tbsp. olive oil"", ""1 clove garlic"", ""1/4 tsp. dry mustard"", ""1 large bunch romaine lettuce, cleaned and torn into pieces"", ""1/3 c. croutons (optional)""]","[""Combine all ingredients together except lettuce in food processor and blend until smooth."", ""Pour over lettuce, tossing well."", ""Top with croutons, if desired."", ""Yields 4 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=564306,Gathered,"[""red wine vinegar"", ""romaine lettuce"", ""croutons"", ""parmesan cheese"", ""worcestershire sauce"", ""water"", ""clove garlic"", ""dry mustard"", ""olive oil""]",www.cookbooks.com,3
564480,Posh Squash,"[""2 lb. barely cooked squash, drained"", ""2 eggs"", ""1 c. mayonnaise"", ""1 c. Parmesan cheese"", ""1 medium onion, chopped"", ""1/4 c. chopped green pepper"", ""salt and pepper to taste""]","[""Beat eggs and add mayonnaise."", ""Add other ingredients and mix. Place in greased casserole and bake at 350\u00b0 until bubbly."", ""Can be frozen and cooked in frozen state at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=564480,Gathered,"[""eggs"", ""parmesan cheese"", ""onion"", ""mayonnaise"", ""green pepper"", ""salt""]",www.cookbooks.com,3
565768,Stir-Fried Chicken And Broccoli,"[""3 Tbsp. water"", ""1 Tbsp. soy sauce"", ""1 Tbsp. cornstarch"", ""1 tsp. instant chicken bouillon"", ""1/8 tsp. garlic powder"", ""3 to 3 1/2 c. broccoli flowerets"", ""4 oz. mushrooms, sliced"", ""1 Tbsp. vegetable oil"", ""3 medium green onions, sliced"", ""4 pieces boned chicken breast, skin removed, cut into strips""]","[""Preheat a 10-inch browning dish 5 minutes at 100% power."", ""Pour in oil."", ""Add onions, chicken strips and broccoli."", ""Stir until sizzling stops; cover."", ""Microwave at High power for 6 to 9 minutes or until chicken is no longer pink and broccoli is tender-crisp. Add mushrooms and soy sauce mixture, stirring to coat chicken. Microwave 2 to 3 minutes or until sauce thickens slightly, mushrooms are tender and mixture is heated throughout.""]",www.cookbooks.com/Recipe-Details.aspx?id=565768,Gathered,"[""instant chicken"", ""soy sauce"", ""green onions"", ""mushrooms"", ""water"", ""cornstarch"", ""garlic powder"", ""broccoli flowerets"", ""chicken"", ""vegetable oil""]",www.cookbooks.com,2
565811,Taco Salad,"[""1 1/2 lb. ground beef"", ""1 c. celery, diced"", ""1 c. bell pepper, diced"", ""3 cloves garlic, diced"", ""1 large head lettuce"", ""ground cumin"", ""1 1/2 c. onion, diced"", ""2 large ripe tomatoes"", ""1 large pkg. corn chips"", ""1 can Ro-Tel tomatoes"", ""salt"", ""chili powder""]","[""Brown meat."", ""Saute vegetables."", ""Combine the two and simmer. Season with salt, chili powder and cumin."", ""In top of double boiler, melt cheese."", ""Add Ro-Tel tomatoes."", ""Cut lettuce coarsely and dice tomatoes."", ""Put in large bowl."", ""Add meat and vegetables and mix lightly."", ""Add slightly crushed corn chips and toss."", ""Top with hot cheese mixture."", ""Serve immediately.""]",www.cookbooks.com/Recipe-Details.aspx?id=565811,Gathered,"[""head lettuce"", ""corn chips"", ""ground cumin"", ""tomatoes"", ""bell pepper"", ""salt"", ""chili powder"", ""onion"", ""celery"", ""ground beef"", ""garlic"", ""ro-tel tomatoes""]",www.cookbooks.com,1
567480,No-Fat Added Oven Fried Chicken,"[""4 skinless, boneless chicken breast halves (about 3 oz. each)"", ""vegetable cooking spray"", ""3 Tbsp. grated Parmesan cheese"", ""1/2 c. dry bread crumbs"", ""1 tsp. dried thyme"", ""1/4 tsp. garlic powder"", ""1/4 tsp. onion powder"", ""1/4 tsp. ground black pepper"", ""1/4 tsp. salt (optional)"", ""3/4 c. nonfat buttermilk""]","[""Heat oven to 350\u00b0."", ""Rinse chicken with cold running water; blot dry with paper towels."", ""Coat nonstick baking sheet with vegetable cooking spray.""]",www.cookbooks.com/Recipe-Details.aspx?id=567480,Gathered,"[""vegetable cooking spray"", ""parmesan cheese"", ""onion powder"", ""thyme"", ""garlic powder"", ""ground black pepper"", ""skinless"", ""nonfat buttermilk"", ""bread crumbs"", ""salt""]",www.cookbooks.com,3
570459,Green Pepper Jelly,"[""2 c. green peppers, ground in blender"", ""7 c. sugar"", ""1 1/2 c. white vinegar"", ""1 tsp. turmeric"", ""1 (6 oz.) pkg. Certo"", ""green food coloring""]","[""Blend green peppers, sugar, white vinegar and turmeric; cook to boiling."", ""Boil 1 minute."", ""Remove from heat."", ""Add Certo."", ""Stir for 5 minutes."", ""Add 10 or less drops of green food coloring."", ""Pour into sterilized glasses and seal with wax."", ""Serve jelly over Philadelphia cream cheese and Ritz crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=570459,Gathered,"[""green food coloring"", ""sugar"", ""green peppers"", ""certo"", ""white vinegar"", ""turmeric""]",www.cookbooks.com,4
577869,Indian Tacos,"[""6 c. unsifted flour"", ""1 Tbsp. baking powder"", ""1 Tbsp. salt"", ""1/2 c. dry milk"", ""6 Tbsp. lard or shortening""]","[""Mix together dry ingredients, add lard or shortening and mix until crumbly."", ""Begin adding water until a nice soft dough."", ""Roll on floured board to desired size."", ""Poke hole in the middle. Either fry in frying pan with 1 inch of oil or electric fryer. Brown to desired color, turn over and fry on the other side and drain.""]",www.cookbooks.com/Recipe-Details.aspx?id=577869,Gathered,"[""baking powder"", ""lard"", ""flour"", ""milk"", ""salt""]",www.cookbooks.com,1
586896,Eggplant-Tomato Casserole,"[""1 small eggplant"", ""4 tomatoes"", ""salt and pepper"", ""oregano flakes"", ""1/4 c. grated Parmesan cheese""]","[""Peel and cut eggplant into 1/4-inch slices."", ""Peel tomatoes and slice."", ""In a 2-quart casserole dish, arrange a layer of eggplant; sprinkle with salt and pepper."", ""Put a layer of tomatoes on top; sprinkle with salt, pepper and oregano flakes you have crushed with your fingers and cheese."", ""Repeat layers until casserole is full, ending with cheese on top."", ""Cover; bake in a 400\u00b0 oven for 30 to 40 minutes, or until eggplant is tender when tested with fork.""]",www.cookbooks.com/Recipe-Details.aspx?id=586896,Gathered,"[""tomatoes"", ""oregano flakes"", ""parmesan cheese"", ""eggplant"", ""salt""]",www.cookbooks.com,3
593711,Chicken Enchiladas,"[""12 (6-inch) corn tortillas"", ""2 c. chopped, cooked chicken"", ""2 (4 oz.) cans diced green chili peppers"", ""1/3 c. chopped red or green onions"", ""1 c. salsa"", ""1 (8 oz.) carton dairy sour cream"", ""2 c. shredded Monterey Jack cheese (8 oz.)""]","[""Heat 2 tablespoons cooking oil in a medium skillet."", ""Holding a tortilla with tongs, dip each in hot oil 5 to 10 seconds or until limp."", ""Drain on paper towels."", ""Repeat with remaining tortillas. Add more oil as necessary.""]",www.cookbooks.com/Recipe-Details.aspx?id=593711,Gathered,"[""sour cream"", ""green chili peppers"", ""salsa"", ""shredded monterey jack cheese"", ""red"", ""corn tortillas"", ""chicken""]",www.cookbooks.com,1
595702,Savory Sausage Casserole,"[""1 lb. bulk pork sausage"", ""1 c. uncooked rice"", ""2 (2 oz. each) pkg. dehydrated chicken noodle soup"", ""1/4 c. finely chopped onion"", ""1 c. sliced celery"", ""2 1/2 c. water"", ""1 Tbsp. soy sauce"", ""1/2 c. toasted halved or slivered blanched almonds""]","[""Break apart the sausage; brown it in an ungreased skillet, pouring off any excess fat as it accumulates."", ""Remove from the burner."", ""Mix together the sausage, rice, soup, onion and celery; place in a 2-quart casserole."", ""Refrigerate."", ""When ready to bake, mix soy sauce with water and add this, with the almonds, to the casserole."", ""Mix all gently."", ""Cover; bake at 350\u00b0 for 1 hour. Serves 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=595702,Gathered,"[""soy sauce"", ""onion"", ""water"", ""celery"", ""pork sausage"", ""rice"", ""almonds""]",www.cookbooks.com,2
597140,Clam Pie(Appetizer),"[""2 cans chopped clams, undrained"", ""2 tsp. lemon juice"", ""1 medium onion, chopped fine"", ""4 sprigs parsley (may use dehydrated parsley flakes)"", ""1/4 lb. butter"", ""1 tsp. oregano"", ""2 dashes pepper"", ""3/4 c. seasoned bread crumbs"", ""American cheese"", ""Parmesan cheese""]","[""Mix together undrained clams and lemon juice and simmer for 5 minutes."", ""Add rest of ingredients except American cheese and Parmesan cheese and mix well."", ""Pour mixture into 8-inch pie pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=597140,Gathered,"[""american cheese"", ""oregano"", ""dashes pepper"", ""lemon juice"", ""parmesan cheese"", ""onion"", ""parsley"", ""bread crumbs"", ""butter""]",www.cookbooks.com,3
598512,Kal Bi Korean Ribs,"[""1/2 c. sugar"", ""1 Tbsp. sesame seed"", ""1 1/2 c. chopped green onions"", ""1/2 c. soy sauce"", ""1 Tbsp. sesame oil"", ""1 Tbsp. ginger powder""]","[""Spread sugar on meat with sesame seed and onions."", ""Mix soy sauce, sesame oil and ginger powder."", ""Marinate for 6 hours or overnight."", ""Bake on barbecue grill.""]",www.cookbooks.com/Recipe-Details.aspx?id=598512,Gathered,"[""sesame seed"", ""sugar"", ""soy sauce"", ""green onions"", ""sesame oil"", ""ginger powder""]",www.cookbooks.com,2
601797,Beef And Broccoli Over Noodles,"[""1 lb. boneless beef sirloin steak"", ""1 Tbsp. vegetable oil"", ""1 clove garlic, minced"", ""1 onion, cut in wedges"", ""1 (10 3/4 oz.) can Campbell's cream of broccoli soup"", ""1/2 c. water"", ""1 Tbsp. soy sauce"", ""2 c. broccoli"", ""noodles""]","[""Slice beef into thin strips. In skillet add oil and heat over medium heat."", ""After oil gets hot, cook beef and garlic until beef is brown."", ""Add onion."", ""Cook 5 minutes."", ""Keep stirred.""]",www.cookbooks.com/Recipe-Details.aspx?id=601797,Gathered,"[""boneless beef sirloin steak"", ""soy sauce"", ""noodles"", ""onion"", ""water"", ""campbell's cream"", ""clove garlic"", ""broccoli"", ""vegetable oil""]",www.cookbooks.com,2
602021,Creamy Shells With Broccoli And Ham,"[""1 (1 lb.) box medium size macaroni shells"", ""1/2 lb. cooked ham"", ""1 (10 oz.) pkg. frozen broccoli, thawed"", ""1 clove garlic, crushed"", ""1/2 c. margarine"", ""1 c. heavy cream"", ""1 c. grated Parmesan cheese""]","[""Cook shells according to package directions."", ""Slice or cube ham; cut broccoli into 1/2-inch pieces."", ""Saute garlic, ham and broccoli in margarine in a large skillet until broccoli is crisp and tender (approximately 5 minutes)."", ""Stir in cream."", ""Cook over medium heat 3 minutes."", ""Stir in cheese."", ""Lower heat and cook, stirring often, until cheese is melted."", ""Drain shells and toss with sauce."", ""Serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=602021,Gathered,"[""macaroni"", ""heavy cream"", ""parmesan cheese"", ""ham"", ""clove garlic"", ""margarine"", ""frozen broccoli""]",www.cookbooks.com,3
602622,Low-Fat Hash Brown Casserole,"[""1 (10 oz.) Campbell's fat-free cream of mushroom soup"", ""1 1/4 c. chicken broth, defatted"", ""1/2 c. fat-free sour cream"", ""1 Tbsp. Molly McButter"", ""1 (24 oz.) pkg. frozen potatoes O'Brien with green peppers and onions"", ""1/2 c. Weight Watchers fat-free Parmesan cheese"", ""salt and pepper to taste""]","[""Combine soup, chicken broth, sour cream, Molly McButter, salt and pepper in a large bowl; mix well."", ""Add hash browns and mix. Pour into a large casserole dish sprayed with nonstick cooking spray."", ""Sprinkle Parmesan on top."", ""Bake at 350\u00b0 for 40 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=602622,Gathered,"[""weight watchers"", ""sour cream"", ""salt"", ""mcbutter"", ""frozen potatoes"", ""chicken broth"", ""campbell's""]",www.cookbooks.com,3
603803,Oven Fried Sesame Chicken,"[""4 chicken breast halves (boneless)"", ""3 Tbsp. sesame seed"", ""2 Tbsp. flour"", ""1/4 tsp. pepper"", ""2 Tbsp. soy sauce"", ""2 to 4 Tbsp. margarine, melted""]","[""Combine sesame seed, flour and pepper."", ""Dip chicken parts in soy sauce and dredge in sesame seed mixture."", ""Arrange in baking dish; drizzle with melted margarine."", ""Bake at 400\u00b0 for 40 to 45 minutes or until chicken is tender.""]",www.cookbooks.com/Recipe-Details.aspx?id=603803,Gathered,"[""sesame seed"", ""pepper"", ""soy sauce"", ""flour"", ""margarine"", ""chicken""]",www.cookbooks.com,2
607051,Stuffed Shrimp(Scampi Ripieni),"[""1 lb. extra large shrimp"", ""1 lb. fresh crabmeat"", ""2 Tbsp. chopped parsley"", ""1/2 tsp. oregano"", ""1/4 tsp. salt and pepper"", ""2 Tbsp. Parmesan cheese"", ""2 Tbsp. bread crumbs"", ""1/2 tsp. mustard"", ""3 Tbsp. mayonnaise""]","[""Peel and devein shrimp, leaving tail intact."", ""Butterfly and flatten"", ""shrimp."", ""Mix"", ""all remaining ingredients together and stuff shrimp."", ""Bake at 400\u00b0 for 20 to 30 minutes."", ""Serves 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=607051,Gathered,"[""fresh crabmeat"", ""oregano"", ""parmesan cheese"", ""mayonnaise"", ""parsley"", ""shrimp"", ""mustard"", ""bread crumbs"", ""salt""]",www.cookbooks.com,3
612790,Parmesan Bread,"[""1 loaf French bread"", ""1 c. Parmesan cheese"", ""1 (4 oz.) can chopped green chiles"", ""3/4 c. mayonnaise""]","[""Split bread horizontally."", ""Mix all ingredients together and spread"", ""on both sides of bread."", ""Place under broiler until lightly brown and bubbly, approximately 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=612790,Gathered,"[""green chiles"", ""bread"", ""parmesan cheese"", ""mayonnaise""]",www.cookbooks.com,3
612996,Taco Sauce,"[""1 (8 oz.) cream cheese"", ""2 Tbsp. sour cream"", ""2 Tbsp. taco seasoning mix""]","[""Mix and spread over baked pizza dough."", ""Top with green onion stems, tomatoes, lettuce and Mozzarella cheese.""]",www.cookbooks.com/Recipe-Details.aspx?id=612996,Gathered,"[""sour cream"", ""taco seasoning mix"", ""cream cheese""]",www.cookbooks.com,1
615593,Easy Taco Dinner,"[""1 lb. ground beef"", ""1 large chopped onion"", ""1 envelope taco mix"", ""1 c. water"", ""1 pkg. tortilla chips"", ""1/2 head lettuce, shredded"", ""2 medium chopped tomatoes"", ""1 can drained, sliced ripe olives"", ""1 c. shredded Cheddar or Monterey Jack cheese"", ""2/3 c. sour cream""]","[""Cook and stir ground beef and onion in 10-inch skillet until beef is light brown; drain."", ""Stir in seasoning mix and water. Heat to boiling; reduce heat and simmer, uncovered, stirring every once in a while, for 10 minutes."", ""Top with last ingredients. Serves 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=615593,Gathered,"[""head lettuce"", ""sour cream"", ""tomatoes"", ""olives"", ""taco"", ""onion"", ""water"", ""tortilla chips"", ""cheese"", ""ground beef""]",www.cookbooks.com,1
624194,Mexican Dip,"[""16 oz. can refried beans"", ""3 small soft avocados"", ""1 tsp. lemon juice"", ""1 tsp. garlic salt"", ""2 Tbsp. salsa"", ""spoonful Miracle Whip"", ""8 oz. sour cream"", ""medium size jar Pace picante sauce"", ""shredded Cheddar cheese"", ""1 bunch green onions"", ""1 tomato"", ""1 can black olives""]","[""Spread refried beans in bottom of 9 x 9-inch pan."", ""Mash up avocados; adding lemon juice, garlic salt, salsa and Miracle Whip. Spread that mixture on top of refried beans."", ""Next, layer of sour cream."", ""Over sour cream, pour all the salsa."", ""On top of salsa put chopped green onions, chopped tomato and chopped black olives. Chill in refrigerator."", ""Serve with chips."", ""Do not make ahead of time.""]",www.cookbooks.com/Recipe-Details.aspx?id=624194,Gathered,"[""sour cream"", ""tomato"", ""lemon juice"", ""picante sauce"", ""garlic salt"", ""green onions"", ""cheddar cheese"", ""salsa"", ""black olives"", ""spoonful miracle"", ""beans"", ""avocados""]",www.cookbooks.com,1
624724,Quick And Easy Caesar Salad,"[""1 head Romaine or green leaf lettuce"", ""1 cucumber, sliced"", ""1 box Caesar croutons"", ""1 pkg. fresh grated Parmesan cheese"", ""1 bottle Kraft Caesar salad dressing"", ""1 purple or red onion, sliced (optional)"", ""1 carton cherry tomatoes"", ""salt and pepper to taste""]","[""In a large salad bowl place lettuce (torn into bite-size pieces), cucumber, 1/2 box of croutons, 1/2 of cheese, salt and pepper."", ""Do not add dressing until you are ready to serve salad. Shake dressing well and pour approximately 1/2 to 3/4 of dressing on salad."", ""Add salt and pepper to taste."", ""Toss salad well."", ""Garnish individual servings with tomatoes and onion."", ""Sprinkle cheese on top, if desired.""]",www.cookbooks.com/Recipe-Details.aspx?id=624724,Gathered,"[""head romaine"", ""tomatoes"", ""croutons"", ""parmesan cheese"", ""purple"", ""cucumber"", ""salt""]",www.cookbooks.com,3
625914,Meat Marinade,"[""1/2 c. liquid shortening"", ""1/2 c. cider vinegar"", ""1 tsp. salt"", ""1 garlic clove"", ""1 tsp. dry mustard"", ""2 Tbsp. Worcestershire sauce"", ""2 Tbsp. soy sauce"", ""1/4 c. ketchup"", ""1/2 c. brown sugar""]","[""Mix all ingredients and marinate for at least 12 hours or up to 5 days."", ""Excellent with chicken or beef.""]",www.cookbooks.com/Recipe-Details.aspx?id=625914,Gathered,"[""liquid shortening"", ""soy sauce"", ""brown sugar"", ""dry mustard"", ""ketchup"", ""cider vinegar"", ""garlic"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com,2
626790,Chinese Pork Slices,"[""1 lb. pork tenderloin"", ""1/4 c. soy sauce"", ""1 Tbsp. catsup"", ""1 1/2 tsp. vinegar"", ""1/8 tsp. pepper"", ""1 clove garlic, crushed""]","[""Cut meat lengthwise in half."", ""Mix remaining ingredients in medium bowl."", ""Add meat and turn to coat on all sides."", ""Cover and refrigerate, turning meat occasionally, at least 8 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=626790,Gathered,"[""vinegar"", ""pepper"", ""soy sauce"", ""catsup"", ""clove garlic"", ""pork tenderloin""]",www.cookbooks.com,2
633681,Fried Rice,"[""1/4 c. onions, chopped"", ""2 Tbsp. green pepper, chopped"", ""2 Tbsp. salad oil"", ""2 c. cooked rice"", ""3 oz. sliced mushrooms"", ""2 Tbsp. soy sauce"", ""3 eggs, beaten""]","[""Cook and stir"", ""onions"", ""and"", ""green"", ""pepper"", ""in oil until onion is tender.\tStir in rice, mushrooms and soy sauce.\tCook over low heat"", ""for"", ""10"", ""minutes,"", ""stirring frequently, stir in beaten eggs. Cook and stir 2 to 3 minutes longer.""]",www.cookbooks.com/Recipe-Details.aspx?id=633681,Gathered,"[""soy sauce"", ""salad oil"", ""eggs"", ""mushrooms"", ""onions"", ""rice"", ""green pepper""]",www.cookbooks.com,2
